Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
24,Non-binary,Bachelor's,Married,94714,779,12184,Personal,Unemployed,3,Excellent,0.357802854,297324,2,South Christopher,UT,Nepal,1,0,Low
53,Female,Master's,Widowed,,791,39155,Personal,Employed,10,Excellent,0.24655334,48304,2,New Jason,NJ,Vanuatu,,2,Low
55,Male,Master's,Widowed,87194,762,,Home,Self-employed,12,Good,0.343812344,150873,4,Andersonfort,TX,Sao Tome and Principe,2,2,High
65,Non-binary,Master's,Married,51481,686,45890,Business,Unemployed,19,Excellent,0.373236046,157694,0,Farrellchester,MI,Uruguay,1,2,Low
21,Male,High School,Married,71224,664,39193,Business,Employed,19,Good,0.429207057,165480,2,East Shawna,MT,Bouvet Island (Bouvetoya),2,1,Medium
50,Female,Master's,Divorced,100140,688,33197,Auto,Self-employed,11,Good,0.112649975,74904,2,Sheilashire,OR,United States Virgin Islands,1,1,Low
25,Non-binary,Bachelor's,Married,46710,654,19583,Personal,Employed,11,Good,0.463060626,160768,3,Kingport,MO,Philippines,1,0,High
61,Non-binary,PhD,Widowed,28079,761,,Business,Self-employed,4,Fair,0.302620301,85329,0,Port Michelle,PR,Philippines,4,2,High
19,Female,Master's,Widowed,95829,672,8034,Business,Employed,10,Excellent,0.312624521,76987,1,Robertstown,MS,Iraq,0,0,Low
21,Non-binary,High School,Married,,746,22770,Home,Self-employed,7,Excellent,0.406752924,86148,3,Ryanchester,VI,Zimbabwe,3,2,Medium
24,Female,Master's,Single,52827,775,42631,Personal,Unemployed,15,Excellent,0.183651707,27385,4,East Suzannefort,AL,Dominica,3,2,High
34,Non-binary,Master's,Single,70553,625,,Auto,Self-employed,18,Good,0.428834417,116123,,Port Mistymouth,IA,Saudi Arabia,3,2,Low
39,Non-binary,High School,Widowed,58585,784,46565,Home,Unemployed,1,Good,0.530612256,299907,,South Maurice,KS,Anguilla,3,2,Medium
26,Female,PhD,Divorced,95427,,32011,Auto,Employed,4,Good,0.491174584,110978,,North Jacobfurt,RI,Israel,3,1,Medium
56,Male,Master's,Widowed,29260,672,23777,Business,Self-employed,19,Fair,0.179796846,116095,1,Parkermouth,KS,Uzbekistan,4,1,High
37,Male,Bachelor's,Widowed,101512,,18357,Personal,Self-employed,1,Poor,0.545760324,128474,,Harrisonhaven,NJ,Singapore,0,0,Low
30,Male,Bachelor's,Widowed,42578,640,,Auto,Self-employed,2,Poor,0.497681958,25730,2,Paulmouth,PW,Lebanon,1,1,Low
69,Male,High School,Divorced,88458,778,10611,Home,Employed,1,Poor,0.363719085,185665,0,Kellyfort,NM,Germany,4,1,Low
18,Male,Master's,Widowed,103562,711,41602,Business,Self-employed,4,Excellent,0.484472367,,3,Monroeland,TN,Niger,4,1,High
37,Female,PhD,Widowed,39237,672,25890,Personal,Unemployed,1,Excellent,0.252118069,232007,0,West Joshua,WI,Lao People's Democratic Republic,0,2,High
59,Female,Bachelor's,Widowed,91052,677,,Personal,Self-employed,16,Poor,0.557024635,232285,4,South Rebeccaberg,VT,Thailand,0,1,Medium
20,Male,Bachelor's,Married,52682,778,18971,Business,Employed,0,Poor,0.144824152,205687,4,South Jose,IA,Rwanda,2,0,Medium
47,Female,Bachelor's,Widowed,112114,664,5743,Auto,Self-employed,1,Fair,0.338297559,,2,Port Tanya,ME,Mauritania,2,2,Low
23,Male,Bachelor's,Divorced,114090,,26965,Business,Self-employed,19,Fair,0.499230596,282460,4,North Julie,MN,Mauritania,3,1,High
39,Male,Bachelor's,Married,27464,720,33721,Business,Unemployed,16,Fair,0.573442751,115977,3,Craneton,WI,Uzbekistan,3,0,Low
19,Non-binary,PhD,Divorced,115830,744,44238,Auto,Self-employed,7,Good,0.219422935,137632,0,Grahamberg,DC,Colombia,,0,Medium
44,Female,PhD,Divorced,100051,797,12904,Auto,Self-employed,9,Poor,0.252571202,42789,1,Christopherbury,FM,Seychelles,3,2,Low
39,Male,High School,Single,101032,742,21720,Home,Unemployed,7,Poor,0.435012916,205278,3,Madelineland,UT,Gabon,4,1,Low
31,Female,High School,Single,,,48743,Business,Unemployed,0,Good,0.240110329,183676,0,East Christinebury,IA,El Salvador,3,1,Medium
69,Non-binary,Bachelor's,Single,,720,29432,Auto,Self-employed,10,Poor,0.191358841,254084,2,Port Patrick,SC,Timor-Leste,1,2,Medium
22,Non-binary,High School,Single,115666,789,34866,Personal,Employed,12,Excellent,0.285944349,160166,1,South Ambershire,MP,Albania,3,2,High
45,Female,High School,Divorced,,694,49724,Home,Unemployed,3,Good,0.257389645,,3,West Benjaminshire,MO,France,1,0,Medium
50,Female,Bachelor's,Widowed,118122,723,,Home,Self-employed,7,Fair,0.376102705,,4,Lynchport,OR,Liberia,,0,Low
28,Non-binary,PhD,Widowed,114686,799,32318,Business,Unemployed,13,Good,0.356714942,38555,,Markside,WY,Turkey,0,1,High
53,Non-binary,Master's,Married,103492,,46900,Business,Employed,16,Excellent,0.503438307,175190,3,Tiffanyshire,ID,Suriname,2,1,Medium
44,Male,PhD,Divorced,94904,676,29749,Home,Self-employed,11,Good,0.561421031,144296,3,Michaelton,VT,Kenya,2,0,Low
56,Male,Bachelor's,Widowed,79867,778,17426,Auto,Unemployed,5,Excellent,0.463333487,171767,4,East Lindsay,MP,United States Minor Outlying Islands,1,1,High
69,Male,PhD,Divorced,49858,794,,Business,Unemployed,18,Poor,0.475782308,145745,,East Blakemouth,MS,Czech Republic,1,2,Low
67,Non-binary,PhD,Divorced,76899,780,48485,Business,Employed,17,Poor,0.409427885,248014,3,Brendaville,UT,Andorra,2,1,High
18,Female,High School,Widowed,74716,607,40179,Business,Self-employed,17,Poor,0.586548484,63995,1,Lake Curtis,DC,Guam,3,2,Medium
39,Non-binary,PhD,Widowed,30298,768,35459,Business,Employed,5,Poor,0.373592756,227245,2,East Rachael,CT,Poland,0,2,High
35,Female,Master's,Single,,689,15171,Auto,Employed,16,Fair,0.316052163,295144,1,Port Markmouth,TX,Lao People's Democratic Republic,0,0,High
56,Male,Bachelor's,Single,106127,642,6626,Business,Self-employed,5,Good,0.159650362,184753,1,West Sandy,AK,South Georgia and the South Sandwich Islands,2,0,Medium
62,Non-binary,Bachelor's,Married,113075,,,Home,Self-employed,3,Good,0.59526817,197044,,Jenniferchester,RI,Australia,4,1,Medium
54,Female,High School,Single,116342,752,,Personal,Unemployed,16,Poor,0.247462282,295543,4,Meyersville,AK,Nigeria,3,0,High
62,Non-binary,High School,Single,27297,,47439,Auto,Self-employed,19,Good,0.22017804,173911,4,Lake Lauramouth,WA,Aruba,2,1,High
31,Non-binary,High School,Widowed,60194,605,37223,Personal,Self-employed,6,Poor,0.596079272,64670,1,Jacobburgh,MT,El Salvador,0,0,Medium
33,Male,Bachelor's,Married,119490,638,7702,Business,Self-employed,4,Excellent,0.146464237,128562,1,Paulfort,MO,Austria,3,1,Medium
59,Female,High School,Widowed,35175,670,29007,Business,Employed,0,Poor,0.21191323,,,Edwardburgh,DC,Sierra Leone,1,2,High
36,Non-binary,Bachelor's,Divorced,36285,722,,Business,Self-employed,15,Poor,0.308256816,295877,2,Cassandraville,WV,Hungary,1,2,Medium
26,Female,Master's,Single,40739,692,,Home,Self-employed,9,Excellent,0.432639336,269066,1,Barnesborough,IN,Switzerland,0,0,Low
33,Female,Bachelor's,Widowed,,742,11185,Business,Employed,9,Poor,0.498548448,255796,1,East Rebecca,LA,Martinique,4,0,Low
31,Non-binary,Bachelor's,Single,70711,732,30552,Business,Employed,18,Excellent,0.586522221,235495,2,New Scottland,MT,Zambia,0,1,High
41,Non-binary,Master's,Single,84274,743,6381,Home,Employed,18,Poor,0.103966871,251976,3,Ryanstad,KY,Austria,4,2,Low
54,Male,PhD,Single,26886,638,31738,Personal,Unemployed,6,Good,0.262638384,185758,3,Jamiestad,AK,Nicaragua,3,0,High
41,Non-binary,Bachelor's,Widowed,30273,766,,Auto,Employed,18,Excellent,0.264730073,257848,2,Port Michellefort,NE,Brunei Darussalam,0,2,High
27,Female,PhD,Married,47549,648,35783,Personal,Employed,14,Good,0.363569143,82527,4,Jonstad,ND,Hong Kong,4,0,Low
67,Female,Bachelor's,Widowed,32121,677,11902,Home,Unemployed,6,Poor,0.381831305,191393,3,East Melissa,VI,Aruba,2,0,Low
41,Female,Master's,Single,113993,649,21476,Home,Self-employed,1,Poor,0.561799978,112497,1,New Tyler,IL,Comoros,4,2,Low
27,Non-binary,Bachelor's,Married,,620,,Business,Employed,8,Excellent,0.116069532,80048,,Bestshire,MO,Senegal,,0,Low
46,Non-binary,PhD,Married,,749,14094,Personal,Unemployed,17,Good,0.481995837,,,Charlesbury,NJ,Tonga,4,1,Low
18,Non-binary,Master's,Widowed,,,16881,Auto,Employed,17,Fair,0.581431197,259648,4,Pricemouth,OR,El Salvador,0,1,Medium
68,Non-binary,Bachelor's,Divorced,56672,673,9174,Home,Self-employed,7,Fair,0.101506928,102409,0,Carmenstad,VT,Djibouti,,2,Low
39,Male,High School,Widowed,85436,661,,Auto,Self-employed,13,Excellent,0.51908021,30590,4,South Mark,OH,Ghana,,1,Medium
53,Male,High School,Married,,616,,Auto,Unemployed,19,Poor,0.306600729,,,North Christinaberg,NY,Mali,0,0,High
29,Non-binary,High School,Widowed,31646,740,47126,Personal,Unemployed,10,Poor,0.505788267,139211,0,Taylorview,AZ,United States Minor Outlying Islands,1,2,Medium
44,Female,High School,Married,,727,21114,Personal,Unemployed,16,Poor,0.477640334,164225,1,Lake Paul,NY,Nigeria,4,1,High
39,Female,Bachelor's,Single,98872,711,19469,Business,Unemployed,17,Good,0.380218859,247058,,Lake Jasminehaven,WV,Tanzania,3,1,Low
48,Male,PhD,Divorced,65267,600,41044,Personal,Self-employed,11,Good,0.530928439,114193,0,Annestad,OH,France,,0,Medium
23,Non-binary,PhD,Single,93235,726,17755,Home,Self-employed,2,Good,0.120263827,151579,,Debraview,SC,Hungary,1,1,Medium
47,Non-binary,Bachelor's,Married,96935,655,6559,Home,Employed,4,Good,0.507915759,171332,0,Scottburgh,MP,North Macedonia,4,2,Medium
56,Non-binary,High School,Widowed,102318,620,34290,Home,Unemployed,3,Fair,0.286985992,79526,3,North Anthonyhaven,AL,Taiwan,,0,Low
65,Non-binary,PhD,Single,,676,,Business,Unemployed,9,Poor,0.45849965,258915,1,Alexisbury,DE,Luxembourg,3,0,Low
18,Female,PhD,Divorced,59258,667,12792,Business,Employed,18,Excellent,0.475096187,262686,1,New Toddstad,NC,Cocos (Keeling) Islands,0,1,High
23,Female,Master's,Married,98191,664,43458,Auto,Unemployed,1,Fair,0.343376389,170724,4,Kingside,ME,Poland,3,1,High
37,Male,Master's,Widowed,85206,617,18763,Home,Self-employed,2,Poor,0.140244082,77080,3,Scottburgh,MH,Aruba,3,2,Low
64,Female,Master's,Married,42560,755,32414,Business,Unemployed,15,Fair,0.589392033,216929,,West Francesmouth,LA,Macao,,0,Low
25,Non-binary,Master's,Single,37330,797,28892,Personal,Unemployed,11,Excellent,0.45114276,247877,3,Keithberg,IL,Iraq,2,1,Medium
25,Female,Master's,Widowed,31377,648,47971,Personal,Employed,0,Excellent,0.223110899,105914,1,West Rachelstad,AK,Libyan Arab Jamahiriya,4,0,Medium
58,Male,Master's,Single,,723,32880,Home,Employed,11,Excellent,0.516836375,52159,0,New Charlene,MS,Belize,,0,Medium
41,Female,Master's,Divorced,36738,781,8592,Home,Self-employed,11,Fair,0.426718726,255813,3,East Sharonville,UT,Tanzania,4,2,Low
38,Non-binary,PhD,Widowed,84538,765,,Auto,Employed,8,Poor,0.503797356,243175,0,Justinton,IN,Sao Tome and Principe,1,2,Low
53,Female,PhD,Widowed,114319,775,13800,Personal,Unemployed,6,Good,0.13647687,,3,Garciaton,SD,Uzbekistan,1,0,Medium
42,Male,Bachelor's,Divorced,84435,667,42265,Business,Unemployed,6,Good,0.466892646,34721,4,Port Linda,WI,Yemen,2,2,Low
31,Female,PhD,Divorced,88896,645,37849,Auto,Self-employed,19,Fair,0.583969103,136916,4,West Dominique,OK,American Samoa,,2,Low
32,Non-binary,High School,Widowed,,749,42943,Auto,Unemployed,13,Fair,0.297246972,77894,2,West Dawn,VA,Wallis and Futuna,2,1,Low
61,Non-binary,PhD,Married,61850,695,27303,Auto,Employed,10,Excellent,0.385284655,226492,0,Ortizville,IA,Sweden,0,2,Low
29,Male,Bachelor's,Married,102782,676,22451,Home,Employed,8,Excellent,0.162537819,290438,3,New Jamesburgh,HI,Malawi,1,2,High
52,Female,Bachelor's,Widowed,103035,,42309,Personal,Unemployed,18,Poor,0.594047181,110790,0,West Jessica,DC,Turkey,3,1,High
53,Male,Master's,Single,,735,,Home,Self-employed,11,Poor,0.429657582,158190,3,Benjaminstad,GU,Serbia,0,2,Low
33,Male,Bachelor's,Widowed,21891,783,,Personal,Unemployed,0,Fair,0.424192368,31640,,Nathanview,NM,Peru,0,2,Medium
30,Female,Bachelor's,Divorced,,784,35360,Personal,Unemployed,5,Poor,0.565833093,199508,4,Karenshire,MT,United States Minor Outlying Islands,2,1,Low
18,Non-binary,High School,Widowed,99671,669,30460,Personal,Unemployed,18,Poor,0.433812231,25531,1,Jacquelineborough,MP,Greece,1,1,Medium
64,Male,High School,Divorced,45358,,39436,Personal,Employed,10,Poor,0.361481781,40990,2,Adamsport,OH,Macao,3,2,Low
50,Non-binary,Bachelor's,Single,32410,734,6902,Personal,Self-employed,2,Good,0.280480633,119972,1,South Mark,IA,Estonia,,0,High
23,Non-binary,High School,Single,76473,684,16184,Personal,Employed,8,Excellent,0.284643672,75261,0,Newmanborough,NY,Iceland,,2,Medium
52,Male,High School,Widowed,83328,630,45422,Auto,Unemployed,2,Poor,0.536086057,214950,2,North Shannon,DE,Brunei Darussalam,3,2,Low
41,Male,PhD,Married,87741,614,,Business,Self-employed,12,Good,0.349436529,192452,1,Laurahaven,HI,Guam,3,0,High
56,Non-binary,Bachelor's,Widowed,101298,705,48645,Business,Employed,6,Good,0.416064802,160944,4,South Peterfort,OK,Reunion,0,2,Medium
51,Non-binary,Master's,Single,43088,772,29696,Auto,Unemployed,13,Fair,0.310665057,166836,3,Thomashaven,WA,Saint Barthelemy,3,0,Low
36,Non-binary,PhD,Widowed,68503,788,14440,Personal,Employed,3,Fair,0.525808548,41850,1,South Margaret,MA,Belgium,0,0,Low
44,Female,Bachelor's,Married,,760,42218,Personal,Employed,7,Poor,0.530418782,,2,Codytown,NJ,Norfolk Island,0,2,Low
26,Non-binary,High School,Single,60327,721,5173,Home,Employed,3,Poor,0.196233399,131651,2,West Jennifer,MO,Brunei Darussalam,2,0,High
20,Male,Bachelor's,Married,94979,780,36210,Home,Employed,16,Excellent,0.250238863,86132,,Ayalabury,MO,Russian Federation,0,0,Medium
65,Male,Master's,Single,41487,,,Personal,Unemployed,7,Poor,0.443028415,,2,East Justin,TN,Bhutan,1,2,High
41,Male,Bachelor's,Widowed,,727,26841,Personal,Employed,3,Poor,0.395291561,252496,0,Briannahaven,VT,El Salvador,4,2,High
62,Non-binary,Master's,Divorced,23044,775,49408,Business,Unemployed,11,Excellent,0.354048381,,0,Stephanieshire,FM,Greece,0,2,Low
26,Male,High School,Widowed,118286,694,,Home,Unemployed,2,Fair,0.396852485,240114,4,East Michael,KS,Mauritania,2,0,Medium
40,Non-binary,High School,Married,115387,769,10824,Personal,Unemployed,7,Fair,0.554791512,108996,,Grimestown,VT,Christmas Island,3,0,Low
44,Non-binary,Bachelor's,Single,76751,626,14198,Auto,Self-employed,8,Fair,0.264702471,240416,0,Williamsonstad,MI,Canada,3,0,Low
20,Non-binary,Bachelor's,Widowed,117567,660,17210,Business,Self-employed,1,Poor,0.355208711,187637,0,Saraport,PW,Senegal,,0,Medium
36,Non-binary,High School,Divorced,20826,617,18219,Home,Self-employed,3,Excellent,0.552975183,101509,0,Port Shawnton,CO,San Marino,4,0,Medium
31,Male,Bachelor's,Single,29570,748,,Home,Employed,15,Fair,0.575708699,,2,New Patricia,MN,Egypt,,1,High
48,Female,Bachelor's,Single,86556,701,29592,Business,Unemployed,15,Excellent,0.569195241,178987,1,Hermanborough,ID,India,4,2,High
61,Male,High School,Widowed,113167,,,Auto,Employed,11,Good,0.287182489,271541,,West Nicholas,MO,Madagascar,0,1,Low
58,Female,PhD,Divorced,,756,8144,Home,Self-employed,3,Excellent,0.466562962,60764,1,Johnsonview,NV,Egypt,3,1,Medium
29,Non-binary,Bachelor's,Married,70250,651,44995,Business,Employed,15,Poor,0.542304585,33044,,Ashleyland,PR,French Southern Territories,1,0,High
36,Non-binary,High School,Single,107533,684,11954,Business,Employed,19,Excellent,0.227968169,190451,2,Woodhaven,NH,Macao,0,1,High
37,Female,High School,Married,,682,34400,Auto,Unemployed,2,Fair,0.494149661,180233,3,Anthonyshire,MA,Bahamas,4,2,High
31,Non-binary,Bachelor's,Single,94755,711,15076,Auto,Self-employed,4,Fair,0.300090526,233514,4,East Christopher,AK,Indonesia,,0,High
43,Female,Master's,Divorced,76298,687,6962,Home,Self-employed,1,Poor,0.149226242,155206,4,East Susan,GU,Cote d'Ivoire,2,1,High
63,Male,Master's,Divorced,59502,781,,Home,Employed,4,Fair,0.485429434,297775,2,Rebeccaville,AR,Tonga,4,2,High
39,Non-binary,PhD,Divorced,106180,774,16594,Home,Employed,9,Fair,0.346363303,,4,Jamesfort,OH,Canada,4,1,High
22,Non-binary,High School,Divorced,62230,750,,Auto,Self-employed,11,Fair,0.173803202,118047,4,South Jeffreyview,FL,Saudi Arabia,4,2,Low
31,Female,High School,Divorced,54798,729,20372,Home,Employed,10,Fair,0.351253619,168363,,Lake Benjaminbury,WV,Tokelau,4,1,Medium
40,Male,Bachelor's,Divorced,,756,36601,Business,Unemployed,0,Fair,0.258547178,,0,Robinsonborough,RI,Spain,4,1,Low
54,Male,PhD,Widowed,69060,759,26208,Home,Unemployed,15,Excellent,0.233388536,35169,4,Evansmouth,MO,Niger,0,0,High
26,Non-binary,Bachelor's,Divorced,40271,638,,Auto,Unemployed,7,Excellent,0.226180766,,1,New Charles,GU,Luxembourg,0,0,Medium
48,Female,PhD,Single,116572,654,45081,Auto,Self-employed,11,Poor,0.27169106,62050,,North Ronald,MH,Reunion,2,2,Low
60,Female,High School,Married,34694,,42977,Auto,Employed,1,Poor,0.451667731,290032,2,Waremouth,WA,Lithuania,,1,Low
56,Male,Bachelor's,Married,53043,788,47581,Business,Unemployed,0,Poor,0.403112365,132653,4,South Charles,MP,Zambia,4,2,High
41,Female,Master's,Married,,732,,Business,Self-employed,12,Excellent,0.151450477,181816,4,New Timothy,MA,United Arab Emirates,4,1,Medium
50,Female,Bachelor's,Divorced,71397,664,27305,Personal,Self-employed,15,Good,0.141453999,112828,0,New Jenniferbury,NJ,Palestinian Territory,0,0,Medium
36,Female,Bachelor's,Single,29200,,22867,Personal,Unemployed,13,Excellent,0.407066014,136828,0,East Jasmine,IL,Canada,,2,High
58,Male,High School,Widowed,27012,761,45288,Auto,Unemployed,15,Fair,0.412334533,28876,0,Willietown,MS,Iceland,,2,High
22,Female,Master's,Married,43810,678,38010,Personal,Self-employed,12,Good,0.269999355,185672,3,Codyburgh,TN,Guinea-Bissau,0,1,High
66,Non-binary,Master's,Single,,680,19960,Personal,Employed,17,Excellent,0.460661096,,3,New Kevin,AS,Estonia,2,0,Medium
28,Non-binary,Master's,Widowed,98255,670,28547,Home,Self-employed,11,Fair,0.532605055,114844,4,North Vincentshire,AL,Norway,0,0,Medium
36,Non-binary,Bachelor's,Widowed,60880,603,45723,Personal,Self-employed,18,Good,0.59443133,156599,4,Andrewfurt,WI,Guyana,2,0,Low
18,Female,High School,Widowed,,723,20770,Business,Employed,12,Poor,0.292981464,234765,1,Mackenziehaven,PW,Rwanda,1,1,Medium
39,Male,Bachelor's,Divorced,60849,613,27091,Auto,Unemployed,5,Good,0.133928895,174774,1,Parkerfurt,KS,Eritrea,0,1,Medium
41,Female,Master's,Divorced,44044,653,40301,Personal,Employed,6,Good,0.512761001,168077,1,East Martinmouth,VI,French Guiana,3,0,Low
38,Female,Bachelor's,Married,,702,16709,Personal,Self-employed,11,Poor,0.413554337,37584,2,Andreaside,HI,Bahrain,0,2,Low
43,Non-binary,High School,Single,25804,702,47656,Personal,Unemployed,15,Good,0.526095377,132509,,Thomasside,SD,Romania,3,0,High
24,Male,Master's,Married,21949,642,36062,Home,Self-employed,17,Poor,0.233166923,252969,4,South Kimberly,CT,Papua New Guinea,0,1,Low
60,Male,Bachelor's,Divorced,109792,763,28526,Business,Self-employed,3,Excellent,0.231447922,58359,1,Baileyberg,OK,Saint Kitts and Nevis,1,2,Medium
40,Male,PhD,Widowed,68239,679,,Home,Self-employed,13,Excellent,0.175864819,104995,1,North Alexandrafurt,WA,Venezuela,0,2,Low
61,Non-binary,Bachelor's,Divorced,,600,27873,Home,Self-employed,10,Fair,0.198696796,,4,Fernandezbury,VA,Slovenia,,2,Low
68,Female,PhD,Widowed,86786,729,,Personal,Self-employed,14,Fair,0.298264287,129296,,Jacquelineside,IL,Panama,3,1,High
22,Male,PhD,Divorced,32869,741,39837,Auto,Employed,0,Fair,0.313593057,273528,4,Timothyton,OK,Hungary,4,1,High
20,Non-binary,Bachelor's,Single,70929,660,28671,Auto,Self-employed,3,Excellent,0.331368878,294335,,Port Charleneport,FM,Equatorial Guinea,4,0,High
28,Non-binary,High School,Married,69665,739,21190,Home,Unemployed,5,Excellent,0.594636867,24963,2,Cindyburgh,HI,Honduras,4,1,Low
66,Female,PhD,Widowed,,,47277,Business,Self-employed,14,Excellent,0.207975324,248687,4,Novaktown,MH,China,2,2,Low
67,Female,Bachelor's,Married,66894,639,46395,Auto,Unemployed,10,Poor,0.572642084,46850,0,East Kathryn,PR,Armenia,2,1,Medium
18,Female,High School,Married,115320,787,11251,Home,Unemployed,8,Poor,0.413941644,,,Brownhaven,PW,Uzbekistan,3,2,Low
33,Male,High School,Widowed,39144,710,47625,Home,Employed,0,Poor,0.14813294,281881,1,Hillland,OK,Belgium,2,0,High
50,Non-binary,Master's,Divorced,103460,623,34363,Auto,Unemployed,7,Poor,0.115783506,64808,2,Gonzalezstad,MO,Denmark,1,2,Low
65,Male,Bachelor's,Married,115675,,17737,Home,Unemployed,1,Excellent,0.150961689,84992,1,Tonyburgh,NE,Tanzania,1,2,High
46,Male,Bachelor's,Divorced,34096,650,9706,Auto,Self-employed,6,Poor,0.445826721,84564,4,Port Amyton,FL,Iraq,2,1,High
25,Female,PhD,Single,76437,696,,Auto,Self-employed,0,Poor,0.419255165,284271,,Lindsayland,AR,Bangladesh,2,1,High
22,Male,PhD,Married,25597,787,34798,Personal,Unemployed,16,Excellent,0.550435405,,,East Julieland,WV,Suriname,2,2,Medium
34,Female,High School,Widowed,118679,731,40823,Auto,Employed,6,Poor,0.353951633,63853,,North Jeremy,AS,Georgia,0,2,Low
60,Female,Bachelor's,Divorced,45382,,35601,Business,Self-employed,16,Excellent,0.300785797,41266,4,East Lindsayberg,WA,Ghana,4,2,Medium
51,Male,PhD,Widowed,76690,787,,Business,Employed,11,Poor,0.472806103,229908,1,South Debbieview,TX,Ireland,1,2,Medium
